date,ret,window_id
2025-05-23,0.003595000168813099,1
2025-05-26,0.0011787640664947603,1
2025-05-27,-0.002422686235108219,1
2025-05-28,0.022988042513349443,1
2025-05-29,-0.006856862986747062,1
2025-05-30,-0.0186524958733946,1
2025-06-02,-0.01058312562499964,1
2025-06-03,0.00150027675331756,1
2025-06-04,-0.0019341350900871801,1
2025-06-05,0.0021391749754326806,1
2025-06-06,-0.0007840928492985399,1
2025-06-09,0.011526014445244221,1
2025-06-10,0.008859398493434959,1
2025-06-11,-0.0007803600423801794,1
2025-06-12,-0.00702683587319182,1
2025-06-13,0.0025971756502830407,1
2025-06-16,-0.00417746102414112,1
2025-06-17,0.0237364118672508,1
2025-06-18,-0.0066282617051524,1
2025-06-19,-0.00756587130384698,1
2025-06-20,-0.011130072466847581,1
2025-06-23,0.00472631169132572,1
2025-06-24,0.00606023144545448,1
2025-06-25,0.0068584309273937,1
2025-06-26,0.02549673578114056,1
2025-06-27,0.0010641061950714195,1
2025-06-30,-0.0085823179183159,1
2025-07-01,-0.0010085990810407212,1
2025-07-02,0.0003229782443036601,1
2025-07-03,-0.017476483604883058,1
