date,IC
2025-05-08,0.033814918293126335
2025-05-09,0.3116184368136259
2025-05-12,0.1084870610478221
2025-05-13,0.22925875132569534
2025-05-14,-0.18221702245738633
2025-05-15,-0.1607570122643653
2025-05-16,0.03595220840495402
2025-05-19,-0.13977198327915277
2025-05-20,0.01727352182107988
2025-05-21,0.1074815193279892
2025-05-22,-0.04968635527132643
2025-05-23,0.00012982307753121603
2025-05-26,-0.08923270394270329
2025-05-27,-0.22715675505470073
2025-05-28,0.2941600908547872
2025-05-29,-0.16484348016225459
2025-05-30,-0.07496691363484548
2025-06-02,0.022444533021432424
2025-06-03,0.048320797397966006
2025-06-04,-0.08474735069049759
2025-06-05,-0.024658791345836324
2025-06-06,-0.21963261970231562
2025-06-09,-0.08223368173023736
2025-06-10,0.16871262261479977
2025-06-11,-0.08060045065154879
2025-06-12,-0.18197508366068232
2025-06-13,0.08156121579663678
2025-06-16,-0.00460536887801193
2025-06-17,-0.20242903511439267
2025-06-18,0.0038435275180708378
2025-06-19,-0.12311529643310729
2025-06-20,0.07488628527820536
2025-06-23,-0.1510808274176355
2025-06-24,0.17853579272542852
2025-06-25,0.025800200761074196
2025-06-26,0.39873227263794403
2025-06-27,-0.2824434569184256
2025-06-30,-0.0887274621238711
2025-07-01,0.10227753050961166
2025-07-02,-0.047995124207298956
2025-07-03,-0.17745023913533686
2025-07-04,-0.25473957922569496
2025-07-07,0.025681794169952876
2025-07-08,-0.25370177604981453
2025-07-09,-0.00028599902080720345
2025-07-10,0.04631050422729776
2025-07-11,0.015761165693070463
2025-07-14,-0.15677653446416162
2025-07-15,-0.17375806986640333
2025-07-16,0.05192390459229826
2025-07-17,0.10815315591686063
2025-07-18,-0.018946815664590236
2025-07-22,-0.0591172718783887
2025-07-23,0.12475610623469113
2025-07-24,-0.02598286561575722
2025-07-25,-0.06040773640026894
2025-07-28,-0.021873489179883906
2025-07-29,-0.16143476777829402
2025-07-30,-0.02360422135346099
2025-07-31,0.04269810679883187
2025-08-01,0.011254921706579017
2025-08-04,0.05543068208868409
2025-08-05,0.09274532589363088
2025-08-06,0.03516043281779141
2025-08-07,-0.037973849611634934
2025-08-08,-0.05505928343260686
2025-08-12,-0.1856560695618682
2025-08-13,-0.029787357444769028
2025-08-14,0.23529405399387482
2025-08-15,-0.23735669257801145
